TRAIN,LABELS
cuydado,cuidado
para,para
que,que
yo,yo
cobre,cobre
presto,presto
con,con
los,los
demas,demás
los,los
dichos,dichos
nueve,nueve
mill,mil
y,y
ochoçientos,ochocientos
y,y
vtetres,veintitrés
r,reales
que,que
he,he
pagado,pagado
aqui,aquí
en,en
reales,reales
de,de
contado,contado
por,por
el,el
envio,envío
de,de
la,la
dicha,dicha
mercaderia,mercadería
porq,porque
como,como
se,se
vino,vino
tarde,tarde
a,a
cargarla,cargarla
no,no
alle,hallé
quien,quién
la,la
quisiese,quisiese
llevar,llevar
sino,sino
pagando,pagando
todos,todos
los,los
portes,portes
y,y
fletes,fletes
d,de
ello,ello
de,de
verdad,verdad
que,que
me,me
a,ha
sido,sido
arto,harto
disgusto,disgusto
y,y
descomodo,descómodo
en,en
mis,mis
negoçios,negocios
y,y
ya,ya
que,que
estaba,estaba
aqui,aquí
para,para
que,que
no,no
quedara,quedara
atras,atrás
lo,lo
e,he
pagado,pagado
todo,todo
a,a
lo,lo
qual,cual
tenga,tenga
vm,vm
miramiento,miramiento
le,le
supco,supplico
como,como
buen,buen
amigo,amigo
de,de
todo,todo
tomara,tomará
vm,vm
su,su
provision,provisión
acostumbrada,acostumbrada
y,y
allende,allende
d,de
esso,eso
quedare,quedaré
en,en
obligaçion,obligación
a,a
vm,vm
y,y
sus,sus
cosas,cosas
por,por
la,la
buena,buena
diligençia,diligencia
que,que
entiendo,entiendo
pondra,pondrá
vm,vm
con,con
mucho,mucho
cuidado,cuidado
en,en
benefiçiar,beneficiar
y,y
vender,vender
luego,luego
esta,esta
ropa,ropa
como,como
de,de
vm,vm
tengo,tengo
con,con
esto,esto
mas,más
que,que
de,de
otra,otra
persona,persona
ninguna,ninguna
y,y
como,como
esto,esto
confio,confío
de,de
vm,vm
haria,haría
lo,lo
mismo,mismo
de,de
toda,toda
mi,mi
hacienda,hacienda
y,y
de,de
todo,todo
lo,lo
proçedido,procedido
me,me
avisara,avisará
vm,vm
por,por
duplicadas,duplicadas
cartas,cartas
con,con
las,las
primeras,primeras
comodidades,comodidades
como,como
dho,dicho
es,es
en,en
la,la
dicha,dicha
cargazon,cargazón
van,van
doscientas,doscientas
biblias,biblias
de,de
vatablo,vatablo
las,las
cinqta,cincuenta
de,de
papel,papel
de,de
marca,marca
mayor,mayor
bastardo,bastardo
que,que
se,se
imprimieron,imprimieron
pocas,pocas
para,para
personas,personas
principales,principales
y,y
la,la
dicha,dicha
biblia,biblia
se,se
a,ha
acavado,acabado
de,de
imprimir,imprimir
poco,poco
a,ha
y,y
todas,todas
estan,están
en,en
mi,mi
poder,poder
que,que
no,no
se,se
hiçieron,hicieron
mas,más
de,de
mill,mil
y,y
otras,otras
q,que
essas,esas
no,no
van,van
ni,ni
an,han
de,de
yr,ir
a,a
essas,esas
partes,partes
porq,porque
es,es
tanto,tanto
el,el
desseo,deseo
q,que
ay,hay
aca,acá
d,de
ellas,ellas
que,que
no,no
avra,habrá
en,en
la,la
impresion,impresión
d,de
ellas,ellas
para,para
la,la
xa,xa
parte,parte
de,de
los,los
que,que
aca,acá
las,las
quieren,quieren
por,por
ser,ser
libro,libro
tan,tan
bueno,bueno
y,y
necesario,necesario
y,y
creo,creo
no,no
se,se
imprimira,imprimirá
otra,otra
impresion,impresión
tan,tan
presto,presto
q,que
assi,así
lo,lo
mandara,mandará
vm,vm
decir,decir
a,a
todos,todos
que,que
es,es
la,la
verdad,verdad
y,y
procurar,procurar
las,las
vender,vender
bien,bien
y,y
creo,creo
q,que
ellas,ellas
aran,harán
vender,vender
de,de
contado,contado
todo,todo
los,los
demas,demás
libros,libros
que,que
van,van
en,en
compa,compañía
de,de
las,las
dichas,dichas
biblias,biblias
q,que
esto,esto
es,es
la,la
causa,causa
porque,porque
los,los
embio,envío
porq,porque
de,de
otra,otra
manera,manera
y,y
servir,servir
a,a
vm,vm
por,por
vender,vender
dichas,dichas
biblias,biblias
no,no
avia,había
neçesidad,necesidad
de,de
embiarlas,enviarlas
alla,allá
que,que
aca,acá
demasiado,demasiado
de,de
bien,bien
se,se
vendieran,vendieran
en,en
todo,todo
caso,caso
procure,procure
vm,vm
la,la
venta,venta
d,de
estas,estas
quarenta,cuarenta
caxas,cajas
de,de
libros,libros
luego,luego
y,y
quando,cuando
mas,más
no,no
se,se
podiere,pudiere
todo,todo
de,de
contado,contado
vm,vm
mande,mande
fiarlo,fiarlo
para,para
la,la
vuelta,vuelta
d,de
esta,esta
presente,presente
flota,flota
aca,acá
lo,lo
que,que
no,no
podiese,pudiese
vender,vender
de,de
contado,contado
como,como
sea,sea
a,a
personas,personas
abonadas,abonadas
y,y
seguras,seguras
a,a
pareçer,parecer
de,de
vm,vm
porq,porque
estoy,estoy
muy,muy
confiado,confiado
de,de
su,su
bondad,bondad
verdad,verdad
y,y
llaneza,llaneza
de,de
vm,vm
assi,así
le,le
doy,doy
libre,libre
comission,comisión
para,para
que,que
haga,haga
vm,vm
en,en
esto,esto
como,como
cosa,cosa
suia,suya
propia,propia
por,por
aviso,aviso
digo,digo
que,que
si,si
vm,vm
gustasse,gustase
de,de
tomarme,tomarme
y,y
comprar,comprar
por,por
su,su
quenta,cuenta
toda,toda
esta,esta
cargaçon,cargazón
pues,pues
son,son
tan,tan
buenos,buenos
libros,libros
y,y
muchos,muchos
nuevos,nuevos
en,en
ello,ello
recibira,recibirá
mrd,merced
y,y
plazer,placer
y,y
me,me
contentaria,contentaría
de,de
que,que
vm,vm
me,me
embiase,enviase
para,para
acomodarle,acomodarle
la,la
mitad,mitad
del,del
dinero,dinero
y,y
la,la
otra,otra
primera,primera
flota,flota
despues,después
el,el
resto,resto
vm,vm
lo,lo
haga,haga
si,si
fuere,fuere
servido,servido
y,y
donde,donde
no,no
haga,haga
vm,vm
lo,lo
que,que
dicho,dicho
es,es
en,en
benefiçio,beneficio
d,de
ello,ello
con,con
la,la
otra,otra
flota,flota
primera,primera
que,que
de,de
aqui,aquí
yra,irá
a,a
un,un
año,año
embiare,enviaré
a,a
vm,vm
otros,otros
muy,muy
buenos,buenos
libros,libros
que,que
agora,ahora
por,por
la,la
brevedad,brevedad
del,del
tiempo,tiempo
no,no
e,he
podido,podido
enviar,enviar
que,que
seran,serán
muy,muy
vendibles,vendibles
con,con
los,los
demas,demás
libros,libros
que,que
oviere,hubiere
nuevos,nuevos
y,y
cada,cada
año,año
embiare,enviaré
a,a
vm,vm
una,una
cargaçon,cargazón
por,por
mi,mi
quenta,cuenta
porq,porque
tengo,tengo
para,para
ello,ello
tan,tan
buena,buena
comodidad,comodidad
y,y
mejor,mejor
que,que
ninguno,ninguno
de,de
nuestro,nuestro
trato,trato
de,de
libreria,librería
d,de
esta,esta
tierra,tierra
y,y
solo,sólo
querria,querría
mucho,mucho
que,que
vm,vm
me,me
hiciese,hiciese
mrd,merced
de,de
embiarme,enviarme
una,una
buena,buena
mema,memoria
por,por
dos,dos
copias,copias
de,de
todos,todos
los,los
libros,libros
q,que
en,en
essa,esa
tierra,tierra
son,son
buenos,buenos
aceptos,aceptos
y,y
muy,muy
vendibles,vendibles
y,y
como,cómo
an,han
de,de
yr,ir
enquadernados,encuadernados
porq,porque
tengo,tengo
comodidad,comodidad
porq,porque
trato,trato
en,en
todas,todas
partes,partes
de,de
hacellos,hacerlos
venir,venir
assi,así
señor,señor
que,que
si,si
vm,vm
fuere,fuere
servido,servido
y,y
sus,sus
amigos,amigos
de,de
embiarme,enviarme
sus,sus
memorias,memorias
de,de
los,los
libros,libros
que,que
quisieren,quisieren
por,por
su,su
quenta,cuenta
que,que
les,les
embie,envíe
yo,yo
los,los
asortire,asortiré
mejor,mejor
que,que
nadie,nadie
y,y
acerca,acerca
d,de
ello,ello
procedere,procederé
como,como
vm,vm
ordenare,ordenare
sin,sin
exceder,exceder
d,de
ello,ello
como,como
vm,vm
vera,verá
y,y
confiado,confiado
que,que
vm,vm
me,me
hara,hará
la,la
mrd,merced
no,no
digo,digo
mas,más
por,por
esta,ésta
sino,sino
q,que
vm,vm
me,me
mande,mande
como,como
a,a
muy,muy
su,su
servidor,servidor
aficionado,aficionado
que,que
de,de
vm,vm
soy,soy
y,y
quedo,quedo
rogando,rogando
a,a
nro,nuestro
sr,señor
la,la
ilte,ilustre
persona,persona
de,de
vm,vm
guarde,guarde
y,y
prospere,prospere
muchos,muchos
años,años
como,como
sus,sus
servidores,servidores
deseamos,deseamos
de,de
stlucar,sanlúcar
de,de
barrameda,barrameda
a,a
9,9
de,de
junio,junio
de,de
1584,1584
años,años
ilte,ilustre
sr,señor
b,besa
l,la
m,mano
de,de
vm,vm
su,su
servidor,servidor
benito,benito
boyer,boyer
sr,señor
quando,cuando
vm,vm
allare,hallare
q,que
en,en
esta,esta
cargazon,cargazón
yo,yo
pongo,pongo
en,en
los,los
gastos,gastos
alguna,alguna
cosa,cosa
q,que
no,no
se,se
husa,usa
y,y
q,que
no,no
lo,lo
ponen,ponen
otros,otros
libreros,libreros
vm,vm
lo,lo
rebata,rebata
porq,porque
no,no
quiero,quiero
q,que
por,por
achaq,achaque
y,y
carecer,carecer
se,se
dexe,deje
de,de
vender,vender
esta,esta
mra,mercadería
y,y
no,no
quiero,quiero
ser,ser
mas,más
caro,caro
q,que
otros,otros
y,y
assi,así
digo,digo
q,que
haga,haga
en,en
ello,ello
vm,vm
como,como
cosa,cosa
propia,propia
en,en
todo,todo
como,como
mejor,mejor
le,le
pareciere,pareciere
pa,para
q,que
luego,luego
se,se
venda,venda
esta,esta
ropa,ropa
por,por
aviso,aviso
aunq,aunque
todo,todo
lo,lo
q,que
pongo,pongo
lo,lo
e,he
pagado,pagado
sr,señor
esta,ésta
es,es
copia,copia
de,de
otra,otra
mia,mía
escrita,escrita
a,a
vm,vm
y,y
en,en
falta,falta
del,del
original,original
servira,servirá
la,la
presente,presente
benito,benito
boyer,boyer
sor,señor
y,y
hero,hermano
mio,mío
aunq,aunque
no,no
le,le
conozco,conozco
la,la
ocassion,ocasión
q,que
se,se
mereçe,merece
no,no
me,me
da,da
lugar,lugar
a,a
que,que
dexe,deje
de,de
serle,serle
molesto,molesto
por,por
abusarseme,abusárseme
en,en
este,este
negoçio,negocio
tanto,tanto
de,de
mi,mi
onor,honor
y,y
por,por
evitar,evitar
muchos,muchos
escandalos,escándalos
y,y
q,que
el,el
alma,alma
de,de
gregorio,gregorio
de,de
sarasa,sarasa
no,no
se,se
cargue,cargue
y,y
por,por
quien,quien
dios,dios
es,es
os,os
suppco,suplico
conforme,conforme
a,a
la,la
carta,carta
q,que
con,con
esta,ésta
va,va
q,que
es,es
del,del
dicho,dicho
gregorio,gregorio
vm,vm
rebuelba,revuelva
su,su
memoria,memoria
y,y
se,se
acuerde,acuerde
de,de
las,las
cosas,cosas
que,que
en,en
dicha,dicha
carta,carta
le,le
adbierte,advierte
por,por
si,si
sera,será
menester,menester
algun,algún
dia,día
lo,lo
pueda,pueda
dezir,decir
y,e
informarse,informarse
con,con
otros,otros
q,que
dizen,dicen
ser,ser
verdad,verdad
lo,lo
q,que
en,en
essa,esa
carta,carta
ba,va
y,y
lo,lo
dize,dice
assi,así
fray,fray
hyeo,jerónimo
carrança,carranza
y,y
po,pedro
el,el
cacho,cacho
y,y
pues,pues
el,el
faborescer,favorecer
y,y
tratar,tratar
verdad,verdad
es,es
tan,tan
natural,natural
cossa,cosa
en,en
vm,vm
no,no
quiero,quiero
con,con
encarescimietos,encarecimientos
molestalle,molestarle
y,y
con,con
el,el
portador,portador
para,para
mi,mi
contento,contento
hazerme,hacerme
saber,saber
algo,algo
y,y
nro,nuestro
sor,señor
guarde,guarde
a,a
vm,vm
por,por
muchos,muchos
anios,años
d,de
esta,esta
carcel,cárcel
y,y
torre,torre
de,de
los,los
caballeros,caballeros
mayo,mayo
8,8
1594,1594
joan,juan
d,de
ena,ena
muy,muy
noble,noble
señor,señor
como,como
sienpre,siempre
en,en
las,las
cosas,cosas
q,que
me,me
cunplian,cumplían
e,y
me,me
cunplen,cumplen
me,me
encomiendo,encomiendo
en,en
vramd,vm
y,y
agora,ahora
en,en
espeçial,especial
que,que
mi,mi
hijo,hijo
miguel,miguel
de,de
yuste,yuste
en,en
una,una
quistion,cuestión
dixo,dijo
no,«no
creo,creo
en,en
dios,dios»
anlo,hanlo
sentençiado,sentenciado
los,los
alls,alcaldes
a,a
qu,que
este,esté
preso,preso
treyta,treinta
dias,días
apelo,apeló
para,para
ant,ante
el,el
cono,consejo
mi,mi
señor,señor
yo,yo
fui,fui
al,al
cono,consejo
y,y
le,le
suplique,supliqué
me,me
hiziese,hiciese
md,merced
q,que
lo,lo
cometiese,cometiese
a,a
los,los
ynquisydores,inquisidores
de,de
cuenca,cuenca
y,y
el,él
lo,lo
hizo,hizo
ansy,así
va,va
agora,ahora
sobr,sobre
ello,ello
suplico,suplico
a,a
vramd,vm
q,que
le,le
favorezca,favorezca
pues,pues
vramd,vm
es,es
parte,parte
para,para
con,con
esos,esos
señores,señores
porque,porque
sy,si
ovyese,hubiese
d,de
estar,estar
treinta,treinta
dias,días
preso,preso
era,era
estrillo,estrillo
y,y
sea,sea
en,en
q,que
le,le
den,den
penitençia,penitencia
q,que
pague,pague
a,a
dineros,dineros
alguna,alguna
poca,poca
cosa,cosa
para,para
obras,obras
pias,pías
porque,porque
en,en
esto,esto
vramd,vm
me,me
hara,hará
muy,muy
gran,gran
md,merced
en,en
ellos,ellos
y,y
creyendo,creyendo
q,que
vramd,vm
lo,lo
hara,hará
no,no
vo,voy
yo,yo
en,en
persona,persona
con,con
el,él
nro,nuestro
señor,señor
dios,dios
prospere,prospere
la,la
vida,vida
e,y
onra,honra
de,de
vramd,vm
con,con
acrecetamio,acrecentamiento
de,de
mayor,mayor
estado,estado
de,de
cañavas,cañaveras
dos,dos
dias,días
dl,del
mes,mes
de,de
novienbre,noviembre
de,de
i,i
m,mil
dxxxviii,dxxxviii
años,años
svidor,servidor
de,de
vramd,vm
ro,rodrigo
careño,carreño
señor,señor
suplicoos,suplícoos
q,que
para,para
mañana,mañana
martes,martes
me,me
aparejes,aparejes
de,de
comer,comer
dos,dos
pares,pares
de,de
perdizes,perdices
y,y
un,un
par,par
de,de
pollas,pollas
moças,mozas
y,y
vaca,vaca
y,y
carnero,carnero
y,y
aya,haya
majar,manjar
blaco,blanco
fruta,fruta
para,para
enpeçar,empezar
y,y
acabar,acabar
y,y
este,esté
aparejado,aparejado
a,a
las,las
diez,diez
en,en
puto,punto
vino,vino
fresco,fresco
y,y
agua,agua
fria,fría
y,y
la,la
pieça,pieza
rregada,regada
lucrecia,lucrecia
mia,mía
o,o
mi,mi
doña,doña
juana,juana
que,que
no,no
se,sé
qual,cuál
nombre,nombre
d,do
estos,éstos
sea,sea
el,el
tuyo,tuyo
mill,mil
vezes,veces
en,en
ora,hora
buena,buena
gozes,goces
la,la
hija,hija
que,que
dios,dios
ha,ha
sido,sido
servido,servido
de,de
darte,darte
con,con
tan,tan
prospero,próspero
sucesso,suceso
como,como
has,has
tenido,tenido
y,y
espero,espero
en,en
lo,lo
demas,demás
tendras,tendrás
del,del
nombre,nombre
d,de
ella,ella
si,si
es,es
posible,posible
me,me
avisa,avisa
y,y
de,de
tu,tu
salud,salud
que,que
la,la
que,que
te,te
ha,ha
faltado,faltado
me,me
ha,ha
dado,dado
infinita,infinita
pena,pena
yo,yo
la,la
he,he
tenido,tenido
y,y
tengo,tengo
a,a
dios,dios
gracias,gracias
no,no
sin,sin
mucho,mucho
trabajo,trabajo
y,y
desabrimiento,desabrimiento
por,por
no,no
aver,haber
tenido,tenido
nuevas,nuevas
de,de
ti,ti
hasta,hasta
el,el
dia,día
de,de
pascua,pascua
dizenme,dícenme
que,que
los,los
señores,señores
inquisidores,inquisidores
lo,lo
han,han
hecho,hecho
muy,muy
bien,bien
contigo,contigo
y,y
que,que
fueron,fueron
los,los
padrinos,padrinos
todo,todo
me,me
da,da
mayor,mayor
desseo,deseo
de,de
preguntarte,preguntarte
el,el
como,cómo
y,y
en,en
que,qué
y,y
de,de
ver,ver
a,a
mi,mi
hija,hija
con,con
quien,quien
sin,sin
duda,duda
alguna,alguna
creo,creo
estaras,estarás
contentisimas,contentísimas
a,a
la,la
senora,señora
maria,maría
de,de
vega,vega
tu,tu
compañera,compañera
beso,beso
las,las
manos,manos
y,y
su,su
primo,primo
juan,juan
lopez,lópez
que,que
es,es
mi,mi
compañero,compañero
y,y
que,que
si,si
quisiere,quisiere
algo,algo
para,para
sus,sus
hermanos,hermanos
o,o
saber,saber
nuevas,nuevas
d,de
ellos,ellos
nosotros,nosotros
tenemos,tenemos
por,por
donde,donde
y,y
para,para
q,que
yo,yo
sepa,sepa
que,que
recibiste,recibiste
este,este
papel,papel
a,a
las,las
seis,seis
en,en
punto,punto
de,de
la,la
tarde,tarde
toca,toca
en,en
la,la
pared,pared
de,de
tu,tu
aposento,aposento
q,que
cayere,cayere
acia,hacia
este,éste
quatro,cuatro
golpes,golpes
recios,recios
como,como
quien,quien
hinca,hinca
un,un
clavo,clavo
y,y
la,la
primera,primera
racion,ración
hecha,echa
por,por
cima,cima
de,de
mi,mi
tabique,tabique
un,un
poco,poco
recio,recio
alguna,alguna
cinta,cinta
o,o
cabellos,cabellos
o,o
cosa,cosa
tuya,tuya
enbuelta,envuelta
en,en
un,un
papelillo,papelillo
q,que
estas,éstas
seran,serán
ciertas,ciertas
señales,señales
y,y
por,por
la,la
carcel,cárcel
del,del
poço,pozo
q,que
esta,está
junto,junto
a,a
la,la
escalera,escalera
del,del
torno,torno
me,me
diran,dirán
todo,todo
lo,lo
que,que
les,les
dixeres,dijeres
porque,porque
estan,están
con,con
ese,ese
cuydado,cuidado
y,y
yo,yo
con,con
el,el
de,de
verte,verte
libre,libre
como,como
lo,lo
suplico,suplico
a,a
dios,dios
q,que
te,te
guarde,guarde
hermana,hermana
como,como
yo,yo
desseo,deseo
ds,ds
quemalo,quémalo
luego,luego
somos,somos
a,a
10,10
del,del
dicho,dicho
despues,después
no,no
e,he
reçebido,recibido
nenguna,ninguna
de,de
vsms,vms
y,y
assi,así
no,no
ay,hay
que,que
dsr,decir
de,de
afirmar,afirmar
lo,lo
dicho,dicho
del,del
fardel,fardel
de,de
olandas,holandas
q,que
enbie,envié
a,a
vsms,vms
dirigido,dirigido
a,a
voyz,veroyz
en,en
la,la
nao,nao
de,de
vabiçiosa,villaviciosa
les,les
suplico,suplico
me,me
abisen,avisen
del,del
recibo,recibo
n,nuestro
s,señor
besa,besa
las,las
manos,manos
de,de
vsms,vms
miguel,miguel
de,de
gamez,gámez
señor,señor
aina,aína
me,me
corriera,corriera
oi,hoy
con,con
el,el
credito,crédito
que,que
a,a
mi,mi
corrimiento,corrimiento
vm,vm
ame,hame
dado,dado
i,y
si,si
io,yo
uviera,hubiera
tenido,tenido
lugar,lugar
de,de
çierto,cierto
que,que
no,no
uviera,hubiera
yncurrido,incurrido
en,en
la,la
mala,mala
criança,crianza
de,de
que,que
con,con
rraçon,razón
e,he
sido,sido
notado,notado
pero,pero
como,como
nra,nuestra
conversaçion,conversación
pase,pase
adelante,adelante
satisfare,satisfaré
en,en
todo,todo
lo,lo
que,que
vm,vm
me,me
mandare,mandare
i,y
no,no
seran,serán
estas,estas
palabras,palabras
de,de
cunplimiento,cumplimiento
mas,mas
efetuarlas,efectuarlas
e,he
con,con
obras,obras
como,como
vm,vm
vera,verá
mandandome,mandándome
y,y
si,si
en,en
algun,algún
descuido,descuido
caio,cayó
sebastian,sebastián
aqui,aquí
estoi,estoy
yo,yo
para,para
pagarlo,pagarlo
por,por
eso,eso
vm,vm
se,se
vengue,vengue
en,en
mi,mí
que,que
como,como
mejor,mejor
sabe,sabe
frater,frater
est,est
alter,alter
ego,ego
y,y
aunq,aunque
a,ha
andado,andado
un,un
poco,poco
destraido,distraído
en,en
conoçerse,conocerse
pareçe,parece
q,que
se,se
le,le
puede,puede
perdonar,perdonar
qualquiera,cualquiera
yerro,yerro
pasado,pasado
y,y
si,si
alguna,alguna
cosa,cosa
a,ha
menester,menester
en,en
q,que
yo,yo
le,le
pueda,pueda
servir,servir
no,no
ai,hay
para,para
que,que
comigo,conmigo
s,se
escuse,excuse
que,que
por,por
lo,lo
dicho,dicho
y,y
por,por
lo,lo
que,que
de,de
vm,vm
e,he
visto,visto
y,y
conoçido,conocido
lo,lo
hare,haré
sine,sine
dubio,dubio
y,y
porq,porque
en,en
esto,esto
no,no
ai,hay
para,para
que,qué
mas,mas
alargar,alargar
la,la
mano,mano
porque,porque
tentando,tentando
conoçera,conocerá
lo,lo
qu,que
en,en
mi,mí
ai,hay
çeso,ceso
en,en
lo,lo
que,que
yo,yo
a,a
vm,vm
ynportuno,importuno
y,e
inportunare,importunaré
debaxo,debajo
de,de
fe,fe
de,de
quien,quien
vm,vm
es,es
que,que
por,por
cosas,cosas
qu,que
entre,entre
mi,mí
y,y
vm,vm
pasen,pasen
no,no
se,se
a,ha
de,de
descubrir,descubrir
ni,ni
escrevir,escribir
a,a
otra,otra
persona,persona
preçipue,precipue
a,a
la,la
veçina,vecina
porq,porque
seria,sería
echallo,echarlo
en,en
la,la
calle,calle
digo,digo
el,el
thema,tema
sobre,sobre
que,que
a,ha
de,de
discantar,discantar
en,en
metro,metro
todo,todo
lo,lo
mas,más
elegante,elegante
q,que
ser,ser
pueda,pueda
y,y
por,por
dios,dios
qu,que
e,he
stado,estado
determinado,determinado
de,de
no,no
escrevirlo,escribirlo
a,a
vm,vm
hasta,hasta
tener,tener
esta,esta
palabra,palabra
de,de
vm,vm
pero,pero
sabiendo,sabiendo
yo,yo
quien,quien
vm,vm
sea,sea
e,he
acordado,acordado
de,de
fiarme,fiarme
de,de
vm,vm
con,con
el,el
presupuesto,presupuesto
dicho,dicho
y,y
aunq,aunque
es,es
verdad,verdad
que,que
persona,persona
de,de
cuenca,cuenca
no,no
la,la
conoçe,conoce
por,por
no,no
ser,ser
de,de
aqui,aquí
pero,pero
viniendo,viniendo
a,a
oidos,oídos
d,de
esta,ésta
podrialo,podríalo
deçir,decir
a,a
mi,mi
hro,hermano
y,y
a,a
otras,otras
personas,personas
que,que
supiesen,supiesen
lo,lo
que,que
tan,tan
ençelado,encelado
esta,está
por,por
coiunturas,coyunturas
y,y
tanbien,también
por,por
no,no
aver,haber
faltado,faltado
sospecha,sospecha
aunq,aunque
tan,tan
liviana,liviana
q,que
no,no
se,se
puede,puede
llamar,llamar
porq,porque
a,a
saberse,saberse
del,del
todo,todo
no,no
menos,menos
que,que
la,la
vida,vida
o,o
irme,irme
aparte,aparte
donde,donde
no,no
pareçiese,pareciese
en,en
mi,mi
vida,vida
me,me
costaria,costaría
por,por
tanto,tanto
por,por
amor,amor
de,de
dios,dios
pues,pues
yo,yo
en,en
vm,vm
me,me
fio,fío
no,no
salga,salga
de,de
los,los
dos,dos
que,que
allende,allende
del,del
peligro,peligro
en,en
q,que
vm,vm
me,me
ponia,ponía
ganava,ganaba
vm,vm
muy,muy
poco,poco
eme,heme
alargado,alargado
tanto,tanto
aunq,aunque
bien,bien
se,sé
ser,ser
muy,muy
escusado,excusado
para,para
con,con
vm,vm
por,por
ser,ser
su,su
discreçion,discreción
tanta,tanta
pero,pero
el,el
puro,puro
temor,temor
lo,lo
a,ha
causado,causado
para,para
encargarlo,encargarlo
mas,más
a,a
vm,vm
ya,ya
q,que
a,a
escrevirlo,escribirlo
yva,iba
por,por
dios,dios
que,que
letra,letra
no,no
puedo,puedo
señalar,señalar
que,que
todo,todo
lo,lo
escrito,escrito
lo,lo
escrevia,escribía
con,con
yntinçion,intención
de,de
agora,ahora
deçirlo,decirlo
a,a
vm,vm
pero,pero
aunque,aunque
se,sé
quien,quien
vm,vm
es,es
themo,temo
si,si
primero,primero
su,su
palabra,palabra
no,no
me,me
da,da
debaxo,debajo
de,de
su,su
firma,firma
que,que
fuera,fuera
de,de
los,los
dos,dos
nadie,nadie
lo,lo
sabra,sabrá
lo,lo
q,que
con,con
vm,vm
yo,yo
comunicare,comunicare
porqu,porque
es,es
el,el
negoçio,negocio
tan,tan
delicado,delicado
que,que
no,no
dudo,dudo
que,que
a,a
vm,vm
cause,cause
admiraçion,admiración
y,y
aun,aun
a,a
mi,mí
terror,terror
con,con
toda,toda
la,la
seguridad,seguridad
q,que
de,de
vm,vm
terne,tendré
con,con
darme,darme
primero,primero
su,su
fe,fe
y,y
si,si
u,usted
a,ha
reçebido,recibido
enojo,enojo
con,con
averl,haberle
en,en
todo,todo
esto,esto
y,y
al,al
cabo,cabo
no,no
deçir,decir
nada,nada
a,a
vm,vm
suplico,suplico
no,no
lo,lo
rreçiba,reciba
que,que
de,de
puro,puro
miedo,miedo
lo,lo
dexo,dejo
y,y
de,de
la,la
poca,poca
fe,fe
qu,que
en,en
amigos,amigos
e,he
hallado,hallado
la,la
md,merced
que,que
vm,vm
me,me
puede,puede
hazer,hacer
mientras,mientras
que,que
la,la
palabra,palabra
la,la
noche,noche
venidera,venidera
me,me
da,da
sera,será
unas,unas
coplas,coplas
como,cómo
un,un
galan,galán
se,se
quexa,queja
muy,muy
bravamente,bravamente
por,por
aver,haber
dexado,dejado
el,el
lugar,lugar
donde,donde
su,su
señora,señora
quedava,quedaba
aunqu,aunque
ella,ella
le,le
dio,dio
la,la
lica,licencia
porque,porque
cunplia,cumplía
a,a
el,él
en,en
esto,esto
se,se
podra,podrá
ocupar,ocupar
mañana,mañana
y,y
vendran,vendrán
con,con
todas,todas
las,las
exsajeraçiones,exageraciones
de,de
desesperaçion,desesperación
posibles,posibles
y,y
con,con
suplicar,suplicar
a,a
vm,vm
me,me
perdone,perdone
pues,pues
mi,mi
poco,poco
conoçimiento,conocimiento
con,con
vm,vm
en,en
parte,parte
me,me
disculpa,disculpa
çeso,ceso
quedando,quedando
por,por
servidor,servidor
de,de
vm,vm
de,de
lo,lo
que,que
e,he
visto,visto
de,de
las,las
obras,obras
de,de
vm,vm
aunque,aunque
soi,soy
tan,tan
poco,poco
que,que
no,no
ai,hay
neçesidad,necesidad
meterme,meterme
en,en
lo,lo
q,que
no,no
se,sé
estan,están
tan,tan
buenas,buenas
y,y
tan,tan
sutiles,sutiles
que,que
no,no
basta,basta
mi,mi
pobre,pobre
juizio,juicio
a,a
conprehenderlo,comprenderlo
y,y
dudo,dudo
por,por
mas,más
delicado,delicado
que,que
fuese,fuese
no,no
deçir,decir
lo,lo
que,que
yo,yo
digo,digo
porque,porque
aquel,aquel
trastocar,trastocar
y,y
por,por
tan,tan
jentil,gentil
arte,arte
hasta,hasta
oi,hoy
lo,lo
e,he
visto,visto
y,y
porque,porque
alabanças,alabanzas
mias,mías
seran,serán
superfluas,superfluas
donde,donde
ello,ello
se,se
la,la
trae,trae
consigo,consigo
no,no
digo,digo
mas,más
hasta,hasta
saber,saber
lo,lo
que,que
mas,más
vm,vm
es,es
servido,servido
q,que
se,se
haga,haga
mi,mi
sor,señor
paresceme,paréceme
que,que
por,por
su,su
carta,carta
de,de
vm,vm
esta,está
enojado,enojado
conmigo,conmigo
y,y
aun,aun
por,por
carta,carta
de,de
ca,ca
se,se
lo,lo
a,ha
escripto,escrito
vm,vm
no,no
ay,hay
causa,causa
para,para
que,que
vm,vm
este,esté
conmigo,conmigo
antes,antes
lo,lo
estoy,estoy
yo,yo
con,con
vm,vm
porque,porque
no,no
me,me
avia,había
vm,vm
d,de
escrevir,escribir
cosa,cosa
semejante,semejante
como,como
vm,vm
me,me
lo,lo
escrive,escribe
por,por
su,su
carta,carta
ni,ni
yo,yo
soy,soy
persona,persona
ni,ni
huso,uso
d,de
ello,ello
de,de
querer,querer
rebolver,revolver
a,a
vm,vm
con,con
p,p
ni,ni
dezir,decir
que,que
lo,lo
que,que
yo,yo
escrivo,escribo
de,de
vm,vm
d,de
